	description	type	site	secteur	nbemploye	fondation	specialisation
1452	*	Tunis, Tunis	http://bna.tn	Banques	0-1 employés	Société cotée en bourse	0.0
1453	Part of Kantar, the world’s leading data, insights and consultancy company. 	Société cotée en bourse	http://www.kantar.com/media	Études de marché	1 001-5 000 employés	Advertising Monitoring & Evaluation, Audience Measurement, Consumer & Audience Targeting, Insight Solutions, Reputation, PR Monitoring and Evaluation et Social Media Intelligence	0.0
1454	Supervizor est le 1er logiciel entièrement automatisé pour contrôler la data comptable et opérationnelle de l'entreprise. Compatible avec tous les ERP, aucun paramétrage n'est nécessaire pour obtenir immédiatement un rapport d'anomalies qui permet d'identifier les erreurs et les fraudes dans les comptes. La technologie Supervizor s'appuie sur le machine learning grâce à près de 40 000 comptabilités analysées à ce jour, dont 100% contenaient des erreurs, des prises de risque et/ou des fraudes.	"51 sur LinkedIn
Inclut des membres avec Supervizor comme employeur actuel, y compris les postes à temps partiel."	http://www.supervizor.com	"+331 83 88 88 40
Le numéro de téléphone est le +331 83 88 88 40"	Technologies et services de l’information	Paris, Paris	Société civile/Société commerciale/Autres types de sociétés
1455	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1456	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1457	"Il progetto ""BE SOFT"" nasce da un gruppo di studentesse del Politecnico di Milano per aiutare i neolaureati ad avvicinarsi al mondo delle aziende. 

L'obiettivo del progetto è quello di far crescere la consapevolezza sull'importanza delle soft skills e sul valore delle proprie esperienze personali, come mezzo per presentarsi in maniera efficace quando ci si candida per una posizione lavorativa. "	Établissement éducatif	0.0	2-10 employés	"9 sur LinkedIn
Inclut des membres avec BE SOFT comme employeur actuel, y compris les postes à temps partiel."	0.0	0.0
1458	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1459	"Depuis 1984, Dell joue un rôle essentiel dans la transformation de l’informatique, en rendant la technologie plus accessible aux entreprises comme aux particuliers. Sa présence au niveau mondial dans plus de 40 pays lui permet d’appréhender un très grand nombre de demandes de clients entreprises ou particuliers et d’y répondre avec des solutions adaptées et innovantes.

Dell propose des solutions technologiques de bout en bout répondant aux besoins de toutes les entreprises, quelles que soient leur taille et la complexité de leurs systèmes d’information. Des solutions d’infrastructures, de stockage en passant par une offre complète et variée de terminaux, de solutions technologiques et de services (virtualisation, cloud computing sécurité connectée…) Dell s’engage à répondre aux défis informatiques de tout type d’organisations."	Round Rock, Texas	http://www.dell.com	Technologies et services de l’information	10 001 employés et plus	Société civile/Société commerciale/Autres types de sociétés	1984
1460	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1461	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1462	"""Cloud + DevOps = BOOM!""

Agyla est une société experte en Cloud et en DevOps.

Nos experts automatisent les couches d'infrastructures, la chaîne de vie applicative et le testing afin de booster l'innovation digitale de nos clients.

Nos stacks technologiques usuels: AWS, Azure, OpenStack, Docker, Ansible, Puppet, Jenkins, Git, Python, Terraform, Kubernetes, Swarm, Vagrant, HAProxy, etc."	Paris, Île-de-France	http://www.agyla.com	Technologies et services de l’information	51-200 employés	Société civile/Société commerciale/Autres types de sociétés	2013
1463	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1464	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1465	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1466	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1467	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1468	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1469	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1470	"La société ORIBIKY est composée de passionnés œuvrant avec exigence pour offrir le meilleur service de déplacement possible aux citoyens.

Nous avons travaillé sur la conception d’une offre de vélos partagés à assistance électrique en libre-service.

Notre solution est complémentaire aux offres actuelles de transport. Elle répond à un besoin de mobilité de courte et moyenne distance, 1 à 10 km.

La location par l’usager est très simple car intégralement gérable via son smartphone et sans abonnement préalable.

Elle se différencie notamment par un accent particulier porté sur le respect du territoire : l’usager utilise les parkings à vélos ou les zones autorisées en accord avec les communes pour déposer et récupérer un vélo. 

ORIBIKY est signataire de la charte de bonne conduite relative à la location de vélos en libre-service sans stations signée avec la ville de Paris le 27 juin 2018."	"2 sur LinkedIn
Inclut des membres avec Oribiky comme employeur actuel, y compris les postes à temps partiel."	https://www.oribiky.com/	"09 87 18 20 16
Le numéro de téléphone est le 09 87 18 20 16"	Internet	Villetaneuse, Île-de-France	Société de personnes (associés)
1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1472	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1473	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1474	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1475	Välsorterade butiker och helhetsleverantör av Apples produkter och tjänster. mStore finns i Stockholm, Göteborg, Malmö, Västerås, Lund, Kristianstad, Borlänge, Luleå, Skellefteå, Umeå, Örnsköldsvik, Östersund och Sundsvall samt på webben: www.mstore.se	Société civile/Société commerciale/Autres types de sociétés	http://www.mstore.se	Produits électroniques grand public	51-200 employés	1987	Appleprodukter, iPhone, Mac, iPad, Högtalare et Hörlurar
1476	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1477	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1478	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1479	Rockstar Engineering is a startup of new communications technologies , Entreprise IT solutions, Gaming solutions, Mobile apps solutions.	Société civile/Société commerciale/Autres types de sociétés	http://www.rockstarengineering.net	Technologies et services de l’information	11-50 employés	2014	Nouvelles Technolgies de communications, E-Commerce Solutions, Développement d'outils d'entreprise et système d'information, Développement mobile Android/IOS et Gaming
1480	"La Poste est un grand groupe de services organisé en cinq branches d’activités : La branche Services - Courrier - Colis, La Banque Postale, Geopost (colis-express), Le réseau La Poste (les bureaux de poste), et Le numérique. Le Groupe La Poste réunit plus de 251 000 collaboratrices et collaborateurs animés par des valeurs citoyennes qui sont depuis toujours au cœur de son ADN et de l’identité postale. Avec un réseau de plus de 17 000 points de contact sur tout le territoire, Le Groupe La Poste est le 1er réseau commercial de proximité en France. À l’international, il renforce ses positions, avec une présence dans plus de 40 pays sur cinq continents.

Depuis janvier 2011, 100% du chiffre d’affaires du Groupe La Poste est réalisé sur des marchés en totale concurrence. En dix ans, Le Groupe La Poste s’est modernisé en profondeur en intégrant les dimensions numérique et écologique sur un marché concurrentiel. En 2017, Le Groupe La Poste a réalisé un chiffre d’affaires de 24,1 milliards d’euros, dont 22,4 % à l’international, où il renforce d’année en année ses positions sur ses marchés.

Le Groupe affirme aujourd’hui son ambition de devenir le leader de la distribution de services de proximité, la banque citoyenne de référence et un acteur international du colis-express."	Société de personnes (associés)	http://www.laposte.fr/recrute	Logistique et chaîne d’approvisionnement	10 001 employés et plus	opérateur postal / colis et principale banque de dépôt en France	0.0
1481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1482	"Avec plus de 2 000 collaborateurs et chercheurs, l’Inrap est la plus importante structure de recherche archéologique française et l’une des toutes premières en Europe. Institut national de recherche, il réalise chaque année quelque 1 800 diagnostics archéologiques et 250 fouilles en partenariat avec les aménageurs privés et publics, en France métropolitaine et outre-mer. Ses missions s’étendent à l’exploitation scientifique des résultats et à la diffusion de la connaissance archéologique auprès du public.

Créé par la loi de 2001 sur l’archéologie préventive, l’Inrap est un établissement public original. Placé sous la tutelle des ministères chargés de la Recherche, et de la Culture, son rôle est de sauvegarder par l’étude le patrimoine archéologique touché par les opérations d’aménagement du territoire.
L’Inrap est le seul opérateur public compétent sur l’ensemble du territoire et pour toutes les périodes, de la Préhistoire à nos jours. Héritier de trente ans d’expérience, il intervient sur tous les types de chantiers : urbain, rural, subaquatique, grands tracés linéaires.
À l’issue des chantiers, l’Inrap assure l’exploitation des résultats et leur diffusion auprès de la communauté scientifique : plus de 300 de ses chercheurs collaborent avec le CNRS et l’Université.
L’institut contribue de façon déterminante au développement de la connaissance archéologique, en liaison avec ces institutions. Par le nombre de ses chercheurs, l’étendue de ses interventions et la masse des données recueillies, il joue un rôle moteur dans de nombreux domaines, notamment ceux pour lesquels l’archéologie préventive a profondément renouvelé les connaissances.
Les missions de l’Inrap s’étendent à la diffusion de la connaissance archéologique auprès du public.
À ce titre, il organise de nombreuses opérations de valorisation, le plus souvent en collaboration avec les aménageurs : ouverture de chantiers au public, expositions, publications, production audiovisuelle, colloques…"	Administration publique	http://www.inrap.fr	Études/recherche	1 001-5 000 employés	2002	0.0
1483	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1484	ACT is a mission-driven, nonprofit organization dedicated to helping people achieve education and workplace success. Grounded in 60 years of research, ACT is a trusted leader in college and career readiness solutions. Each year, ACT serves millions of students, job seekers, schools, government agencies and employers in the US and around the world with learning resources, assessments, research and credentials designed to help them succeed from elementary school through career. 	Iowa City, Iowa	http://act.org	Administration scolaire et universitaire	1 001-5 000 employés	Non lucratif	1959
1485	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1486	"Com&Dev est une  Société de services et d'ingénierie en informatique 
spécialisée en Développement Web et Mobile, Réseau et administration des systèmes ,marketing digitale et télé-marketing(génération de lead)  elle est  basée à Sousse-TUNISIE depuis 7 ans ..."	Société civile/Société commerciale/Autres types de sociétés	https://www.com-and-dev.com	Logiciels informatiques	11-50 employés	2012	Ruby On Rails, AngularJS, marketing digitale, générations de lead et développement informatique
1487	FONDINOR is a foundry  located 40 km from Tunis, dedicated to the exportation of cast iron and aluminium die casting products mainly for the automotive sector.	"48 sur LinkedIn
Inclut des membres avec FONDINOR comme employeur actuel, y compris les postes à temps partiel."	http://www.fondinor.com	"+21622091736
Le numéro de téléphone est le +21622091736"	Industrie automobile	BIR MCHERGA, ZAGHOUAN	Société civile/Société commerciale/Autres types de sociétés
1488	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1489	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1490	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1491	"A growing Telecom company providing solutions on following technologies:
2G/3G/4G
Nokia and Huawei"	Société civile/Société commerciale/Autres types de sociétés	0.0	2-10 employés	"1 sur LinkedIn
Inclut des membres avec EMNA Consulting comme employeur actuel, y compris les postes à temps partiel."	2013	telecom, radio, Optimization, Macros, Self Optimization Network, Planning, Dimmensioning et Forcast
1492	"Fournisseur à la base de systèmes et solutions de télécommunication, servant les opérateurs et les fournisseurs de services en Afrique et au Moyen Orient, OMNIACOM a décidé de se diversifier dans ses activités et d'étoffer son portefeuille de services pour mieux servir ses clients et partenaires. Parmi les nouvelles activités, l'IT, le WEB et l'univers du Multimédia en général constituent son nouveau cheval de bataille. Pour réussir ce pari, OMNIACOM s'est dotée d'une équipe d'ingénieurs hautement qualifiés ayant à leurs actifs des années d'expérience et des «success stories» leur permettant de relever les défis les plus audacieux.

En résumé, pour faire face à la mutation des marchés technologiques, OMNIACOM s'engage à proposer et à délivrer des solutions et des services au niveau d'excellence requis pour assurer la satisfaction de ses clients grâce à un système bien structuré et à un effort continu en terme de Recherche et Développement."	Ariana, Tunis	http://www.omniacom.com	Technologies et services de l’information	51-200 employés	Entreprise individuelle	1999
1493	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1494	"sequa gGmbH is a globally operating non-profit development organisation. Since 1991 sequa has carried out programmes and projects of international cooperation in close collaboration with the German private sector. 

sequa offers know-how and long-term experience in capacity development for chambers and associations (BMOs), vocational education and training, private sector development and trade. 

The organisation is based in Bonn, Germany. sequa employs more than 75 persons (2018) and reported a turnover of 38 million EUR in 2017.

Shareholders of sequa are Germany's top four business membership organisations, BDA, BDI, DIHK and ZDH, as well as the GIZ (since 2010). Thus, sequa combines the know-how and networks of the German private sector with the experience of German development cooperation and has direct access to experienced experts from German chambers, associations, vocational training centres and private companies.

sequa’s business segments include programme administration, project management and consulting. Its main clients are the German Federal Ministry for Economic Cooperation and Development (BMZ), the European Commission, the GIZ as well as the Federal German Foreign Office (AA)."	"88 sur LinkedIn
Inclut des membres avec sequa gGmbH comme employeur actuel, y compris les postes à temps partiel."	http://www.sequa.de/en/	"+49 228 98238 0
Le numéro de téléphone est le +49 228 98238 0"	Commerce et développement international	Non lucratif	1991
1495	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1496	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1497	"Advisory and consulting services for Insurance companies :

Actuarial consulting, Reserves modeling tools, Asset Liability Management, Premiums optimization, Reinsurance optimization, Accounting & Financial advisory, Outsourcing, Business process re-engineering"	Tunis, Tunis	http://www.solvarisk.com	Assurances	11-50 employés	Société civile/Société commerciale/Autres types de sociétés	2009
1498	"Dynamix Services est une entreprise composée de passionnés de l'ingénierie informatique. Ceux-ci sont capables d'agir sur l'ensemble des systèmes d'information et sont spécialistes des technologies Microsoft. 
Dynamix services est partenaire Microsoft sur L'ERP dynamix Nav (Navision)
Nous intervenons dans des domaines variées tel que l'intégration des ERP, du CRM, du Décisionnel, le développement des applications et tierce maintenance applicative."	BIZERTE, BIZERTE	http://www.dynamix-Services.com	Technologies et services de l’information	11-50 employés	Société civile/Société commerciale/Autres types de sociétés	2012
1499	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1500	"At Latech, we don't just believe in the power of technology, we believe in the power of people when technology works for you. We believe in applying new thinking and ideas to improve the way our customers live and work. If you are going to do something, Make it Matter .

Let Technology Works for You and  Your Business.
Just Need to Choose a Right Partner for your Business .
Latech will help you to choose the Right Technology in your Direction.

Lets do better enterprise together.
Win-Win Is what we Do!"	Société de personnes (associés)	http://www.lajvardtech.com	Technologies et services de l’information	11-50 employés	2008	Networking Solution, Data Center Solutions, Smart City Solution, Software and Security Solutions, Banking Solution, Telecom Solution, HP ArcSight, F5, CoreImpact Pro, TripWire, HP XP P9500 Storage, Verifone – Intellinac, Digital Signage, Smart Cards, ArcSight, F5 et Test
1501	Leader de l'audit et du conseil, KPMG France est membre de KPMG International, réseau de cabinets indépendants exerçant dans 154 pays. Nos 9 000 professionnels interviennent auprès des grands groupes français et internationaux, des ETI, des PME et des groupes familiaux, ou encore des start-up, dans tous les secteurs d’activité. 	Société de personnes (associés)	http://www.kpmg.fr	Services financiers	5 001-10 000 employés	Audit, Advisory et Expertise comptable, conseil aux entrepreneurs	0.0
1502	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1505	"StarIT is a company based in France and Tunisia.

StarIT provides software developments and services to its clients.

StarIT relies on a nearshore development team managed locally by one of the co-founder.
Engineers are issued from the most recognised IT schools. Development and services are based on improved  methodologies like CMMI, ITIL or Agile.

Main assets are:
- Cost effective solutions 
- Qualified engineers with huge experience of real time solutions
- Best practices in project management and quality of service.
- Hosting offer for clients."	2013	0.0	2-10 employés	"6 sur LinkedIn
Inclut des membres avec StarIT comme employeur actuel, y compris les postes à temps partiel."	0.0	0.0
1506	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1507	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1508	"""We want to make you feel good to look good""

Esprit is an international fashion brand that represents style and quality since 1968. Founded in San Francisco by Susie and Doug Tompkins, Esprit works on a basis of creativity and responsibility, fused with a sunny Californian attitude.

Effortless style, authenticity and easy-going living are at the heart of the brand’s philosophy. These positive values shine through at every level, from the laid-back tailoring to the made-to-last quality, use of natural materials and responsible production. Esprit's aspiration is to be the best casual fashion brand with an outstanding price-value proposition: Capturing market trends and newness in color, quality fabrics and shapes, and expressing them in the effortless, relaxed and comfortable Esprit style. For every garment, Esprit pays maximum attention to fabric selection, fitting and perfect quality. The company's ""esprit de corps"" reflects a positive and caring attitude towards life that celebrates real people and togetherness according to the brand promise: ""We want to make you feel good to look good"".

Esprit has a presence in over 40 countries with approximately 900 directly managed retail stores and over 7,800 wholesale points of sale, including franchise stores and sales spaces in department stores, who share the company’s quality standards and brand essence, with inspiring collections for women, men and kids. The Group markets its products under two brands, namely the Esprit brand and the edc brand. Listed on the Hong Kong Stock Exchange since 1993, Esprit has headquarters in Germany and Hong Kong.

You are welcome to get a deeper insight into Esprit at http://www.esprit.com or follow us on Facebook, YouTube and Pinterest. You can also visit our e-shop.

Want to join us? Visit http://www.esprit.com/careers to discover our career opportunities, trainee programs and apprenticeships.

 

Impressum: http://www.esprit.com/imprint"	Société cotée en bourse	http://www.esprit.com/	Confection et mode	10 001 employés et plus	1968	Fashion, Lifestyle, Design, Accessories, Trends, Mode, Bekleidung, Textil, Einzelhandel, Wholesale, Retail, Licensing et Omnichannel
1509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1510	"Created in 2007, Corail Technologie is the specialist in electronic, electrical and mechanical engineering solutions.

Corail Technology is recognized as the leader of electronic testing in Tunisia.
With its multidisciplinary technical capabilities, Corail Technologie has a team of experienced engineers and high-level specialists.

Activities:

Test Solution 
 Functional test (manual and automatic)
 Final test and lapping
 Dielectric test
 In-Circuit Test
 Industrial vision
       Changes and retrofit of interface or other test equipment
       Maintenance
       Training
       Assistance and elaborating specifications
       DFT Support
Electronics & Electrical
 Electronics board design
 Industrial wiring
 Industrial automation
Mechanical engineering
 CAD and modeling
 Precision machining
 Assembly
Software
 Software for test benches
 Specific development according to specifications 
 Real-time traceability, database management
Automation & Robotics
        Industrial Robot Integration
        
        "	Société civile/Société commerciale/Autres types de sociétés	http://www.corail-technologie.com	Automatismes industriels	11-50 employés	2007	Test systems, In-Circuit Test, Functional test, Supervisor Software, Industrial Wiring, Design and manufacture of special machines, Embedded Design, Robotics, Automation et Dielectric test
1511	"GRDF est le principal opérateur du réseau de distribution de gaz naturel en France.
Notre métier est de concevoir, construire, exploiter, entretenir et développer ce réseau.
Ces infrastructures mesurent près de 200 000 km et sont le plus long réseau de gaz naturel en Europe : 5 fois le tour de la Terre.

Ce réseau, élément clé de la transition énergétique, répond aussi au besoin de développement du biométhane, du Gaz Naturel Véhicule et du Power-to-Gas.

Nos 12 000 salariés travaillent dans 9 500 communes pour permettre à 11 millions de foyers et d'entreprises en France de bénéficier de l'accès à notre réseau.

Ils assurent les services de dépannage 24/7, réalisent les prestations techniques telles que la maintenance des réseaux et la relève des compteurs, s'occupent du raccordement au réseau et garantissent la qualité et la continuité de l’énergie livrée, quel que soit votre fournisseur.

Nos spécificités dans le monde des entreprises françaises :
- Filiale à 100% du groupe ENGIE, nous sommes indépendants financièrement et managérialement afin de garantir objectivité, transparence, non-discrimination et confidentialité vis à vis de tous les fournisseurs d'énergie
- Nous gérons le réseau de gaz pour le compte des collectivités locales qui en sont propriétaires
- La majorité de nos salariés appartient au ""Service Commun"" partagé avec notre cousin ERDF et a donc des bulletins de salaire à double logo (comme nos voitures bleues)
- Nos clients sont facturés par les fournisseurs d'énergie qui nous reversent le tarif d'acheminement
- Le prix de nos prestations est fixé par la CRE, Commission de Régulation de l'Energie, autorité administrative indépendante chargée de veiller au bon fonctionnement des marchés de l'électricité et du gaz en France."	Paris, France	http://www.grdf.fr	Pétrole et énergie	10 001 employés et plus	Société civile/Société commerciale/Autres types de sociétés	2008
1512	"CREOVA is a software editor for Mobile Payment Systems for financial institutions, mobile operators, e-commerce and catalog merchants. 

Creova develops innovative, secure, high performance and easy to use technological solutions, allowing its customers to ensure optimal financial transactions through the mobile in a non-internet/PC accessible environment.

We provide our customers all mobile payment services, Person to person transfer, bank account transfer, loan reimbursement, bill payment and mobile top-up. We offer them a way to increase customer reach by accessing mobile phone users.

Creova is a French company, based in Paris and present in the US and Tunisia where it has an R&D team in Seattle and a regional office in Tunis."	Société civile/Société commerciale/Autres types de sociétés	http://www.creova.com	Technologies et services de l’information	11-50 employés	2008	Computer Software, Mobile Technology, Financial Services et Information Technology & Services
1513	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1514	Développer « l’intelligence ambiante » pour mieux vivre demain tout en préservant les ressources de la planète, telle est la mission d’ubiant. Cette intelligence, ubiant souhaite l’incarner dans les objets quotidiens des hommes ainsi que dans leurs lieux de vie : résidences, espaces professionnels ou scolaires, hôtels… Lancé en 2011, le projet ubiant a pour vocation de créer des solutions technologiques pour rendre les bâtiments et les objets connectés et intelligents.	LYON, Rhône-Alpes	http://www.ubiant.com	Technologies et services de l’information	11-50 employés	Société de personnes (associés)	2011
1515	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1516	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1518	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1520	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1521	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1522	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1523	0.0	Société civile/Société commerciale/Autres types de sociétés	https://myiweb.co.za	Internet	51-200 employés	0.0	0.0
1524	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1525	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1526	"Naru, du punique ""Naro"" (appellation originelle de la ville d'Hammam-Lif) et du japonais ""Naru-なる""  (signifiant devenir ou avancer), est une startup Tunisienne fondée en 2017, spécialisée dans le développement d'applications web et mobile axant sa recherche et développement dans le secteur d'intelligence artificielle.  "	Hammam-Chatt, Ben Arous	https://www.naru.tn	Technologies et services de l’information	2-10 employés	Société civile/Société commerciale/Autres types de sociétés	2017
1527	IoWaves is a startup specialized in embedded systems engineering including software and hardware aspects.	Société civile/Société commerciale/Autres types de sociétés	http://iowaves.com	Logiciels informatiques	2-10 employés	2015	0.0
1528	"BayLibre is a company specialized in making embedded Linux a simple solution for your embedded systems.

What is our value proposition?
We make Linux a simple solution for your embedded needs.

How?
By teaching engineers how to handle and write embedded Linux, including Android with sophisticated hands on trainings.
By providing our expertise in Linux, system definition, system analysis to their customers in adhoc consulting.
By defining and realizing an embedded Linux project from A to Z.

Why us?
We are a unified team of highly skilled engineers with 15+ years experience. 
Our model based on fixed price contracts demonstrates that we are ready to commit on deliverables. 
Our local core team can scale through a network of independent Linux Kernel contributors. 
We are the pioneers in Low power systems.
We work completely autonomously.
We have established strong links with local Universities where we teach embedded Linux, C language and project management.
We are at ease in multi-cultural international environments.
Last but not least: ‘’Being a Client: We've been There’’. We understand what a client expects because we’ve been one!"	Société civile/Société commerciale/Autres types de sociétés	http://www.baylibre.com	Logiciels informatiques	11-50 employés	2013	Embedded Linux, Android, Power Management, Training, Consulting et Fixed price projects
1529	"Telcotec est une société issue de près de vingt ans d’expérience dans les domaines techniques et de management des télécommunications. Nos ingénieurs/consultants ont géré et optimisé plusieurs réseaux fixes et mobiles de plusieurs millions d’abonnés et ont conduit des dizaines de projets d’étude et d’infrastructure de plusieurs millions d’euros. Ils ont réalisé de nombreuses missions d’audit, d’étude, d’optimisation, de conseil et de formation dans leurs domaines d’expertise.

Nous nous fixons la mission de fournir des services professionnels de grande qualité dans l’ingénierie, le conseil et la formation dans les domaines techniques et de management des télécommunications aux opérateurs, aux régulateurs, aux équipementiers de télécommunications et aux grandes entreprises.

Notre objectif est de nous rendre utile à vous grâce à la compréhension de vos spécificités et à la connaissance de vos contraintes"	Cite El Ghazala, Ariana	http://www.telcotec.tn	Télécommunications	2-10 employés	Entreprise individuelle	2010
1530	"-Especializada en la implementación de infraestructura tecnológica y de comunicaciones, seguridad y protección de información.
-Diseño de Software (Web y Aplicaciones)
-Gestión de redes sociales, elaboración de campañas y estrategias.
-Diseño"	CDMX, CDMX	http://www.s-tech.com.mx	Chimie	11-50 employés	Société cotée en bourse	2010
1531	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1532	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1533	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1534	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1535	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1537	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1538	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1539	"Chez Lab5Com nous considérons que notre réussite c’est également celle de nos consultants. Ce succès passe par notre capacité à proposer à nos collaborateurs des évolutions de carrière en adéquation avec les ambitions de nos clients.

ENGAGEMENT & TRANSPARENCE
Notre responsabilité en tant qu’employeur est de favoriser l’épanouissement du potentiel de nos collaborateurs. L’écoute des besoins et des désirs de nos consultants est centrale dans notre politique de ressources humaines.

AMÉLIORATION PERMANENTE
Le développement des compétences de nos collaborateurs est l’un des piliers de notre entreprise. Il est la clé d’une amélioration permanente de la satisfaction du client.

PARTENARIAT
Notre loyauté envers nos clients nous permet de construire des relations privilégiées avec nos partenaires sur le long terme."	Boulogne-Billancourt, Ile-de-France	http://lab5com.fr/	Technologies et services de l’information	51-200 employés	Société civile/Société commerciale/Autres types de sociétés	2010
1540	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1542	"EBSYS was founded in 2000.
 
The IT domains on which we intervene:

 - Sophis: toolkit, API, extractions, connections with other systems (Fidessa, Riskmetrics, Swapswire...)
 - Reuters: SSL, SFC, RFA
 - Bloomberg: BLPApi, Data License
 - Gridcomputing (Datasynapse)
 - IT performances and tuning
 
Our functional specialties:

- Equity derivatives activities
- Funds (CPPI)
- Risk management (stress-scenarii, ALM)"	Entreprise individuelle	http://www.ebsys.fr	Technologies et services de l’information	0-1 employés	2000	Capital Markets, Misys Sophis, C++, C# development, Equity Derivatives, Compliance et Financial Risk
1543	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1544	SPB est un courtier-gestionnaire, leader européen des assurances et services affinitaires pour de grandes marques avec une présence dans 17 pays : Allemagne, Autriche, Belgique, Chine, Espagne, Etats-Unis, France, Hongrie, Italie, Luxembourg, Maroc, Pays-Bas, Pologne, Portugal, Royaume-Uni, Suisse et Tunisie. SPB est une entreprise familiale indépendante originaire de Normandie fondée en 1965. SPB, qui opère en marque blanche, se distingue par un savoir-faire alliant l’aide à la conception et la gestion de programmes d’assurances, d’extensions de garantie et de services associés à des produits de téléphonie mobile, nomades, bancaires, de prévoyance, événements de la vie, voyages, loisirs, biens de la maison, énergie ou santé. Cette chaîne de compétences unique permet aux clients de SPB de créer de la valeur et de la fidélisation. SPB comprend près de 1 800 collaborateurs. Avec 290 millions d’€ de chiffre d’affaires brut, SPB s’appuie sur un modèle robuste qui compte parmi ses références clients des sociétés renommées qu’elle accompagne tant en France qu’à l’international telles qu’Auchan, BNP Paribas, Bouygues Telecom, Carrefour, Cdiscount, Digitick, E. Leclerc, Fnac Spectacles, Gamestop/Micromania, LCL, Lloyds Bank, Orange, Media Markt Europe, PriceMinister/Rakuten, Proximus.	Entreprise individuelle	http://www.spb.eu	Assurances	1 001-5 000 employés	1965	Assurances et services affinitaires
1545	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1546	"We help chefs and owners of canteens, restaurants and other gastronomy businesses with actionable analytics and business insights. 

Our mission is to help owners and chefs in gastronomy to have a more profitable business by cutting costs, especially in the form of food waste, and maximizing revenue. 

How do we achieve this? 
Our web-based software, Mitakus, is a planning tool for chefs in the kitchen that integrates with existing systems, like cash-registers and ERP-software. Based on the historical and meta-data of these systems and outside factors, like weather, we provide crucial insights and predictions for the number of guests and daily food servings.
- Reduce food wastage by min. 40% 
- Increase your forecast accuracy by 20-40%
- Decrease your labor cost

Website: https://mitakus.de/
""Launched at the Founder Institute"""	Munich, Bavaria	https://mitakus.de/	Logiciels informatiques	2-10 employés	Société civile/Société commerciale/Autres types de sociétés	2018
1547	0.0	0.0	0.0	0.0	0.0	0.0	0.0
